# HSK COORS  :  [0.0, 0.19050548316614385, 0.32521320216614386, 0.45992092116614386]
# HSK SYMBOL :  ['M', 'Γ', 'X', 'M']
# PROJ ATOMS :  [1]


# K-coors        Spin-up(eV)       dxy         dz2       Spin-up(eV)     dxy       dz2    
  0.09094484    -14.13125300    0.000000    0.001000    -14.02609700    0.000000    0.000000  
  0.09190213    -14.13949800    0.000000    0.001000    -14.03483600    0.000000    0.000000  
  0.09285946    -14.14772800    0.000000    0.001000    -14.04355600    0.000000    0.000000  
  0.09381679    -14.15594200    0.000000    0.001000    -14.05225700    0.000000    0.000000  
  0.09477408    -14.16413600    0.000000    0.001000    -14.06093400    0.000000    0.000000  
  0.09573141    -14.17231000    0.000000    0.001000    -14.06958700    0.000000    0.000000  
  0.09668870    -14.18046100    0.000000    0.001000    -14.07821500    0.000000    0.000000  
  0.09764602    -14.18858800    0.000000    0.001000    -14.08681300    0.000000    0.000000  
  0.09860335    -14.19668800    0.000000    0.001000    -14.09538200    0.000000    0.000000  
  0.09956064    -14.20476100    0.000000    0.001000    -14.10391900    0.000000    0.000000  
  0.10051797    -14.21280300    0.000000    0.001000    -14.11242100    0.000000    0.000000  
  0.10147530    -14.22081500    0.000000    0.001000    -14.12088900    0.000000    0.000000  
  0.10243259    -14.22879300    0.000000    0.001000    -14.12931900    0.000000    0.000000  
  0.10338992    -14.23673500    0.000000    0.001000    -14.13771000    0.000000    0.000000  
  0.10434721    -14.24464100    0.000000    0.001000    -14.14605800    0.000000    0.000000  
  0.10530453    -14.25250800    0.000000    0.001000    -14.15436500    0.000000    0.000000  
  0.10626186    -14.26033500    0.000000    0.001000    -14.16262700    0.000000    0.000000  
  0.10721915    -14.26812100    0.000000    0.001000    -14.17084400    0.000000    0.000000  
  0.10817648    -14.27586200    0.000000    0.001000    -14.17901100    0.000000    0.000000  
  0.10913381    -14.28356000    0.000000    0.001000    -14.18713000    0.000000    0.000000  
  0.11009110    -14.29120800    0.000000    0.001000    -14.19519700    0.000000    0.000000  
  0.11104843    -14.29880900    0.000000    0.001000    -14.20321100    0.000000    0.000000  
  0.11200572    -14.30636100    0.000000    0.001000    -14.21117100    0.000000    0.000000  
  0.11296305    -14.31386000    0.000000    0.001000    -14.21907400    0.000000    0.000000  
  0.11392037    -14.32130800    0.000000    0.001000    -14.22692000    0.000000    0.000000  
  0.11487766    -14.32870000    0.000000    0.001000    -14.23470700    0.000000    0.000000  
  0.11583499    -14.33603600    0.000000    0.001000    -14.24243200    0.000000    0.000000  
  0.11679232    -14.34331600    0.000000    0.001000    -14.25009700    0.000000    0.000000  
  0.11774961    -14.35053600    0.000000    0.001000    -14.25769700    0.000000    0.000000  
  0.11870694    -14.35769600    0.000000    0.001000    -14.26523300    0.000000    0.000000  
  0.11966427    -14.36479400    0.000000    0.001000    -14.27270100    0.000000    0.000000  
  0.12062156    -14.37182900    0.000000    0.001000    -14.28010200    0.000000    0.000000  
  0.12157888    -14.37880100    0.000000    0.001000    -14.28743400    0.000000    0.000000  
  0.12253617    -14.38570700    0.000000    0.001000    -14.29469600    0.000000    0.000000  
  0.12349350    -14.39254600    0.000000    0.001000    -14.30188700    0.000000    0.000000  
  0.12445083    -14.39931700    0.000000    0.001000    -14.30900300    0.000000    0.000000  
  0.12540812    -14.40601800    0.000000    0.001000    -14.31604600    0.000000    0.000000  
  0.12636545    -14.41264900    0.000000    0.001000    -14.32301200    0.000000    0.000000  
  0.12732278    -14.41920700    0.000000    0.001000    -14.32990200    0.000000    0.000000  
  0.12828007    -14.42569200    0.000000    0.001000    -14.33671400    0.000000    0.000000  
  0.12923740    -14.43210400    0.000000    0.001000    -14.34344600    0.000000    0.000000  
  0.13019469    -14.43844000    0.000000    0.001000    -14.35009900    0.000000    0.000000  
  0.13115201    -14.44469800    0.000000    0.001000    -14.35666800    0.000000    0.000000  
  0.13210934    -14.45087900    0.000000    0.001000    -14.36315600    0.000000    0.000000  
  0.13306663    -14.45698100    0.000000    0.001000    -14.36956000    0.000000    0.000000  
  0.13402396    -14.46300400    0.000000    0.001000    -14.37587900    0.000000    0.000000  
  0.13498129    -14.46894700    0.000000    0.001000    -14.38211200    0.000000    0.000000  
  0.13593858    -14.47480700    0.000000    0.001000    -14.38825800    0.000000    0.000000  
  0.13689591    -14.48058500    0.000000    0.001000    -14.39431700    0.000000    0.000000  
  0.13785320    -14.48627800    0.000000    0.001000    -14.40028600    0.000000    0.000000  
  0.13881052    -14.49188600    0.000000    0.001000    -14.40616500    0.000000    0.000000  
  0.13976785    -14.49740800    0.000000    0.001000    -14.41195300    0.000000    0.000000  
  0.14072514    -14.50284300    0.000000    0.001000    -14.41764900    0.000000    0.000000  
  0.14168247    -14.50819200    0.000000    0.001000    -14.42325200    0.000000    0.000000  
  0.14263980    -14.51345000    0.000000    0.001000    -14.42876200    0.000000    0.000000  
  0.14359709    -14.51861800    0.000000    0.001000    -14.43417600    0.000000    0.000000  
  0.14455442    -14.52369600    0.000000    0.001000    -14.43949400    0.000000    0.000000  
  0.14551171    -14.52868200    0.000000    0.001000    -14.44471600    0.000000    0.000000  
  0.14646904    -14.53357600    0.000000    0.001000    -14.44984000    0.000000    0.000000  
  0.14742636    -14.53837700    0.000000    0.001000    -14.45486600    0.000000    0.000000  
  0.14838365    -14.54308300    0.000000    0.001000    -14.45979300    0.000000    0.000000  
  0.14934098    -14.54769800    0.000000    0.001000    -14.46462100    0.000000    0.000000  
  0.15029831    -14.55221400    0.000000    0.001000    -14.46934700    0.000000    0.000000  
  0.15125560    -14.55663400    0.000000    0.001000    -14.47397400    0.000000    0.000000  
  0.15221293    -14.56095700    0.000000    0.001000    -14.47849700    0.000000    0.000000  
  0.15317024    -14.56518300    0.000000    0.001000    -14.48291800    0.000000    0.000000  
  0.15412755    -14.56930900    0.000000    0.001000    -14.48723400    0.000000    0.000000  
  0.15508487    -14.57333700    0.000000    0.001000    -14.49144700    0.000000    0.000000  
  0.15604218    -14.57726500    0.000000    0.001000    -14.49555500    0.000000    0.000000  
  0.15699949    -14.58109200    0.000000    0.001000    -14.49955800    0.000000    0.000000  
  0.15795681    -14.58482100    0.000000    0.001000    -14.50345600    0.000000    0.000000  
  0.15891412    -14.58844600    0.000000    0.001000    -14.50724600    0.000000    0.000000  
  0.15987144    -14.59196900    0.000000    0.001000    -14.51092900    0.000000    0.000000  
  0.16082875    -14.59538900    0.000000    0.001000    -14.51450400    0.000000    0.000000  
  0.16178607    -14.59870600    0.000000    0.001000    -14.51797200    0.000000    0.000000  
  0.16274338    -14.60192100    0.000000    0.001000    -14.52133100    0.000000    0.000000  
  0.16370069    -14.60503200    0.000000    0.001000    -14.52458300    0.000000    0.000000  
  0.16465800    -14.60803800    0.000000    0.001000    -14.52772400    0.000000    0.000000  
  0.16561532    -14.61093900    0.000000    0.001000    -14.53075500    0.000000    0.000000  
  0.16657263    -14.61373400    0.000000    0.001000    -14.53367600    0.000000    0.000000  
  0.16752995    -14.61642400    0.000000    0.001000    -14.53648600    0.000000    0.000000  
  0.16848726    -14.61900800    0.000000    0.001000    -14.53918500    0.000000    0.000000  
  0.16944458    -14.62148300    0.000000    0.001000    -14.54177100    0.000000    0.000000  
  0.17040189    -14.62385200    0.000000    0.001000    -14.54424500    0.000000    0.000000  
  0.17135920    -14.62611200    0.000000    0.001000    -14.54660500    0.000000    0.000000  
  0.17231652    -14.62826600    0.000000    0.001000    -14.54885400    0.000000    0.000000  
  0.17327383    -14.63031000    0.000000    0.001000    -14.55098900    0.000000    0.000000  
  0.17423114    -14.63224500    0.000000    0.001000    -14.55301000    0.000000    0.000000  
  0.17518846    -14.63407200    0.000000    0.001000    -14.55491800    0.000000    0.000000  
  0.17614577    -14.63578900    0.000000    0.001000    -14.55671000    0.000000    0.000000  
  0.17710309    -14.63739600    0.000000    0.001000    -14.55838900    0.000000    0.000000  
  0.17806040    -14.63889400    0.000000    0.001000    -14.55995300    0.000000    0.000000  
  0.17901772    -14.64028100    0.000000    0.001000    -14.56140100    0.000000    0.000000  
  0.17997503    -14.64155900    0.000000    0.001000    -14.56273500    0.000000    0.000000  
  0.18093234    -14.64272600    0.000000    0.001000    -14.56395300    0.000000    0.000000  
  0.18188966    -14.64378200    0.000000    0.001000    -14.56505600    0.000000    0.000000  
  0.18284697    -14.64472700    0.000000    0.001000    -14.56604200    0.000000    0.000000  
  0.18380429    -14.64556000    0.000000    0.001000    -14.56691200    0.000000    0.000000  
  0.18476160    -14.64628300    0.000000    0.001000    -14.56766700    0.000000    0.000000  
  0.18571891    -14.64689500    0.000000    0.001000    -14.56830600    0.000000    0.000000  
  0.18667623    -14.64739600    0.000000    0.001000    -14.56882900    0.000000    0.000000  
  0.18763354    -14.64778400    0.000000    0.001000    -14.56923500    0.000000    0.000000  
  0.18859086    -14.64806200    0.000000    0.001000    -14.56952500    0.000000    0.000000  
  0.18954817    -14.64822900    0.000000    0.001000    -14.56969900    0.000000    0.000000  
  0.19050548    -14.64828400    0.000000    0.001000    -14.56975600    0.000000    0.000000  
  0.19050548    -14.64828400    0.000000    0.001000    -14.56975600    0.000000    0.000000  
  0.19118241    -14.64825600    0.000000    0.001000    -14.56972800    0.000000    0.000000  
  0.19185933    -14.64817300    0.000000    0.001000    -14.56964100    0.000000    0.000000  
  0.19253625    -14.64803400    0.000000    0.001000    -14.56949600    0.000000    0.000000  
  0.19321318    -14.64784000    0.000000    0.001000    -14.56929300    0.000000    0.000000  
  0.19389010    -14.64759000    0.000000    0.001000    -14.56903200    0.000000    0.000000  
  0.19456702    -14.64728500    0.000000    0.001000    -14.56871300    0.000000    0.000000  
  0.19524395    -14.64692300    0.000000    0.001000    -14.56833600    0.000000    0.000000  
  0.19592087    -14.64650600    0.000000    0.001000    -14.56790100    0.000000    0.000000  
  0.19659779    -14.64603400    0.000000    0.001000    -14.56740700    0.000000    0.000000  
  0.19727472    -14.64550600    0.000000    0.001000    -14.56685600    0.000000    0.000000  
  0.19795164    -14.64492300    0.000000    0.001000    -14.56624800    0.000000    0.000000  
  0.19862856    -14.64428500    0.000000    0.001000    -14.56558200    0.000000    0.000000  
  0.19930549    -14.64359100    0.000000    0.001000    -14.56485800    0.000000    0.000000  
  0.19998241    -14.64284300    0.000000    0.001000    -14.56407600    0.000000    0.000000  
  0.20065933    -14.64203900    0.000000    0.001000    -14.56323700    0.000000    0.000000  
  0.20133626    -14.64118000    0.000000    0.001000    -14.56234000    0.000000    0.000000  
  0.20201318    -14.64026800    0.000000    0.001000    -14.56138600    0.000000    0.000000  
  0.20269010    -14.63930000    0.000000    0.001000    -14.56037600    0.000000    0.000000  
  0.20336702    -14.63827700    0.000000    0.001000    -14.55930800    0.000000    0.000000  
  0.20404395    -14.63720000    0.000000    0.001000    -14.55818300    0.000000    0.000000  
  0.20472087    -14.63607000    0.000000    0.001000    -14.55700200    0.000000    0.000000  
  0.20539779    -14.63488500    0.000000    0.001000    -14.55576500    0.000000    0.000000  
  0.20607472    -14.63364700    0.000000    0.001000    -14.55447100    0.000000    0.000000  
  0.20675164    -14.63235300    0.000000    0.001000    -14.55312100    0.000000    0.000000  
  0.20742856    -14.63100700    0.000000    0.001000    -14.55171500    0.000000    0.000000  
  0.20810549    -14.62960900    0.000000    0.001000    -14.55025400    0.000000    0.000000  
  0.20878241    -14.62815700    0.000000    0.001000    -14.54873800    0.000000    0.000000  
  0.20945933    -14.62665200    0.000000    0.001000    -14.54716600    0.000000    0.000000  
  0.21013626    -14.62509500    0.000000    0.001000    -14.54553900    0.000000    0.000000  
  0.21081318    -14.62348600    0.000000    0.001000    -14.54385800    0.000000    0.000000  
  0.21149010    -14.62182500    0.000000    0.001000    -14.54212200    0.000000    0.000000  
  0.21216703    -14.62011200    0.000000    0.001000    -14.54033200    0.000000    0.000000  
  0.21284395    -14.61834800    0.000000    0.001000    -14.53848800    0.000000    0.000000  
  0.21352087    -14.61653300    0.000000    0.001000    -14.53659100    0.000000    0.000000  
  0.21419780    -14.61466400    0.000000    0.001000    -14.53463800    0.000000    0.000000  
  0.21487472    -14.61274700    0.000000    0.001000    -14.53263400    0.000000    0.000000  
  0.21555164    -14.61077900    0.000000    0.001000    -14.53057600    0.000000    0.000000  
  0.21622857    -14.60876000    0.000000    0.001000    -14.52846600    0.000000    0.000000  
  0.21690549    -14.60669200    0.000000    0.001000    -14.52630300    0.000000    0.000000  
  0.21758241    -14.60457500    0.000000    0.001000    -14.52408900    0.000000    0.000000  
  0.21825934    -14.60241000    0.000000    0.001000    -14.52182400    0.000000    0.000000  
  0.21893625    -14.60019500    0.000000    0.001000    -14.51950800    0.000000    0.000000  
  0.21961318    -14.59793300    0.000000    0.001000    -14.51714200    0.000000    0.000000  
  0.22029011    -14.59562300    0.000000    0.001000    -14.51472500    0.000000    0.000000  
  0.22096702    -14.59326500    0.000000    0.001000    -14.51225700    0.000000    0.000000  
  0.22164395    -14.59086000    0.000000    0.001000    -14.50974000    0.000000    0.000000  
  0.22232089    -14.58840700    0.000000    0.001000    -14.50717400    0.000000    0.000000  
  0.22299779    -14.58590900    0.000000    0.001000    -14.50455800    0.000000    0.000000  
  0.22367473    -14.58336400    0.000000    0.001000    -14.50189400    0.000000    0.000000  
  0.22435163    -14.58077300    0.000000    0.001000    -14.49918200    0.000000    0.000000  
  0.22502857    -14.57813600    0.000000    0.001000    -14.49642100    0.000000    0.000000  
  0.22570550    -14.57545500    0.000000    0.001000    -14.49361300    0.000000    0.000000  
  0.22638241    -14.57272900    0.000000    0.001000    -14.49075800    0.000000    0.000000  
  0.22705934    -14.56995900    0.000000    0.001000    -14.48785700    0.000000    0.000000  
  0.22773627    -14.56714400    0.000000    0.001000    -14.48491000    0.000000    0.000000  
  0.22841318    -14.56428700    0.000000    0.001000    -14.48191700    0.000000    0.000000  
  0.22909011    -14.56138700    0.000000    0.001000    -14.47887800    0.000000    0.000000  
  0.22976702    -14.55844400    0.000000    0.001000    -14.47579500    0.000000    0.000000  
  0.23044395    -14.55545900    0.000000    0.001000    -14.47266600    0.000000    0.000000  
  0.23112088    -14.55243300    0.000000    0.001000    -14.46949500    0.000000    0.000000  
  0.23179779    -14.54936700    0.000000    0.001000    -14.46628000    0.000000    0.000000  
  0.23247472    -14.54626000    0.000000    0.001000    -14.46302300    0.000000    0.000000  
  0.23315166    -14.54311300    0.000000    0.001000    -14.45972300    0.000000    0.000000  
  0.23382856    -14.53992700    0.000000    0.001000    -14.45638100    0.000000    0.000000  
  0.23450550    -14.53670300    0.000000    0.001000    -14.45299900    0.000000    0.000000  
  0.23518240    -14.53344000    0.000000    0.001000    -14.44957500    0.000000    0.000000  
  0.23585934    -14.53013900    0.000000    0.001000    -14.44611100    0.000000    0.000000  
  0.23653627    -14.52680100    0.000000    0.001000    -14.44260800    0.000000    0.000000  
  0.23721318    -14.52342700    0.000000    0.001000    -14.43906600    0.000000    0.000000  
  0.23789011    -14.52001300    0.000000    0.001000    -14.43548400    0.000000    0.000000  
  0.23856704    -14.51656600    0.000000    0.001000    -14.43186500    0.000000    0.000000  
  0.23924395    -14.51308400    0.000000    0.001000    -14.42820800    0.000000    0.000000  
  0.23992088    -14.50956900    0.000000    0.001000    -14.42451600    0.000000    0.000000  
  0.24059779    -14.50602000    0.000000    0.001000    -14.42078800    0.000000    0.000000  
  0.24127472    -14.50243800    0.000000    0.001000    -14.41702400    0.000000    0.000000  
  0.24195165    -14.49882400    0.000000    0.001000    -14.41322500    0.000000    0.000000  
  0.24262856    -14.49517700    0.000000    0.001000    -14.40939200    0.000000    0.000000  
  0.24330549    -14.49150000    0.000000    0.001000    -14.40552600    0.000000    0.000000  
  0.24398243    -14.48779200    0.000000    0.001000    -14.40162600    0.000000    0.000000  
  0.24465933    -14.48405400    0.000000    0.001000    -14.39769500    0.000000    0.000000  
  0.24533627    -14.48028600    0.000000    0.001000    -14.39373200    0.000000    0.000000  
  0.24601320    -14.47648800    0.000000    0.001000    -14.38973700    0.000000    0.000000  
  0.24669011    -14.47266500    0.000000    0.001000    -14.38571300    0.000000    0.000000  
  0.24736704    -14.46881300    0.000000    0.001000    -14.38165900    0.000000    0.000000  
  0.24804395    -14.46493500    0.000000    0.001000    -14.37757700    0.000000    0.000000  
  0.24872088    -14.46103300    0.000000    0.001000    -14.37346700    0.000000    0.000000  
  0.24939781    -14.45710500    0.000000    0.001000    -14.36933000    0.000000    0.000000  
  0.25007472    -14.45315300    0.000000    0.001000    -14.36516700    0.000000    0.000000  
  0.25075165    -14.44917700    0.000000    0.001000    -14.36097800    0.000000    0.000000  
  0.25142858    -14.44517600    0.000000    0.001000    -14.35676200    0.000000    0.000000  
  0.25210549    -14.44115400    0.000000    0.001000    -14.35252400    0.000000    0.000000  
  0.25278242    -14.43711200    0.000000    0.001000    -14.34826100    0.000000    0.000000  
  0.25345933    -14.43304800    0.000000    0.001000    -14.34397600    0.000000    0.000000  
  0.25413626    -14.42896500    0.000000    0.001000    -14.33966900    0.000000    0.000000  
  0.25481320    -14.42486400    0.000000    0.001000    -14.33534200    0.000000    0.000000  
  0.25549010    -14.42074300    0.000000    0.001000    -14.33099300    0.000000    0.000000  
  0.25616704    -14.41660500    0.000000    0.001000    -14.32662500    0.000000    0.000000  
  0.25684397    -14.41244900    0.000000    0.001000    -14.32223700    0.000000    0.000000  
  0.25752088    -14.40827800    0.000000    0.001000    -14.31783200    0.000000    0.000000  
  0.25819781    -14.40409100    0.000000    0.001000    -14.31340900    0.000000    0.000000  
  0.25887472    -14.39988900    0.000000    0.001000    -14.30897000    0.000000    0.000000  
  0.25955165    -14.39567500    0.000000    0.001000    -14.30451500    0.000000    0.000000  
  0.26022858    -14.39144700    0.000000    0.001000    -14.30004500    0.000000    0.000000  
  0.26090549    -14.38720700    0.000000    0.001000    -14.29556200    0.000000    0.000000  
  0.26158242    -14.38295600    0.000000    0.001000    -14.29106600    0.000000    0.000000  
  0.26225935    -14.37869500    0.000000    0.001000    -14.28655700    0.000000    0.000000  
  0.26293626    -14.37442500    0.000000    0.001000    -14.28203900    0.000000    0.000000  
  0.26361319    -14.37014500    0.000000    0.001000    -14.27750900    0.000000    0.000000  
  0.26429010    -14.36585700    0.000000    0.001000    -14.27296900    0.000000    0.000000  
  0.26496703    -14.36156200    0.000000    0.001000    -14.26842000    0.000000    0.000000  
  0.26564397    -14.35726200    0.000000    0.001000    -14.26386400    0.000000    0.000000  
  0.26632087    -14.35295300    0.000000    0.001000    -14.25929900    0.000000    0.000000  
  0.26699781    -14.34864000    0.000000    0.001000    -14.25472900    0.000000    0.000000  
  0.26767474    -14.34432500    0.000000    0.001000    -14.25015400    0.000000    0.000000  
  0.26835165    -14.34000800    0.000000    0.001000    -14.24557500    0.000000    0.000000  
  0.26902858    -14.33568900    0.000000    0.001000    -14.24099300    0.000000    0.000000  
  0.26970549    -14.33136700    0.000000    0.001000    -14.23640800    0.000000    0.000000  
  0.27038242    -14.32704600    0.000000    0.001000    -14.23182200    0.000000    0.000000  
  0.27105935    -14.32272600    0.000000    0.001000    -14.22723500    0.000000    0.000000  
  0.27173626    -14.31840700    0.000000    0.001000    -14.22264900    0.000000    0.000000  
  0.27241319    -14.31409100    0.000000    0.001000    -14.21806400    0.000000    0.000000  
  0.27309012    -14.30977900    0.000000    0.001000    -14.21348100    0.000000    0.000000  
